ID,question,answer,context,truth,relevance_score,relevance_reason,groundedness_score,groundedness_reason,gpt_similarity,f1_score,dontknowness_score,dontknowness_reason,coherence_score,coherence_reason,answer_length
1,Who is required to report under subpart W?,"Facilities that are required to report under subpart W include those that are currently subject to subpart W and acquire new sources from another facility that were not previously subject to subpart W. These facilities may use best engineering estimates for any data related to the newly acquired sources that cannot reasonably be measured or obtained according to the requirements of subpart W for the first 6 months of required data collection. Additionally, facilities that become newly subject to subpart W may also use best engineering estimates for any data that cannot reasonably be measured or obtained according to the requirements of subpart W for the first 6 months of required data collection. Engineering estimation for purposes of subpart W means an estimate of emissions based on engineering principles applied to measured and/or approximated physical parameters such as dimensions of containment, actual pressures, actual temperatures, and compositions.","Facilities that are currently subject to subpart W and acquire new sources from another facility that were not previously subject to subpart W may use best engineering estimates for any data related to those newly acquired sources that cannot reasonably be measured or obtained according to the requirements of this subpart for the first 6 months of required data collection. Additionally, for the first 6 months of required data collection, facilities that become newly subject to subpart W may use best engineering estimates for any data that cannot reasonably be measured or obtained according to the requirements of this subpart. Furthermore, engineering estimation for purposes of subpart W means an estimate of emissions based on engineering principles applied to measured and/or approximated physical parameters such as dimensions of containment, actual pressures, actual temperatures, and compositions.","This rule making requires reporting from the following petroleum and natural gas industry segments: onshore petroleum and natural gas production, offshore petroleum and natural gas production, onshore natural gas processing, natural gas transmission compression, underground natural gas storage, liquefied natural gas (LNG) storage and LNG import and export.  Facilities that contain petroleum and natural gas systems that emit 25,000 metric tons or more of CO2 equivalent per year are required to report annual GHG emissions to EPA.",5,"The answer provides a comprehensive and accurate response to the question, addressing all important aspects of who is required to report under subpart W and providing specific details about the use of best engineering estimates for data collection.",5,"The answer follows logically from the information contained in the context. It accurately states that facilities that are currently subject to subpart W and acquire new sources from another facility that were not previously subject to subpart W, as well as facilities that become newly subject to subpart W, are required to report under subpart W. It also correctly explains that these facilities may use best engineering estimates for any data related to the newly acquired sources that cannot reasonably be measured or obtained according to the requirements of subpart W for the first 6 months of required data collection, and that engineering estimation for purposes of subpart W means an estimate of emissions based on engineering principles applied to measured and/or approximated physical parameters such as dimensions of containment, actual pressures, actual temperatures, and compositions.",1,0.1290322581,2,The answer conveys a little uncertainty but mostly attempts to answer the question.,5,"The answer is perfectly coherent as it provides a clear and complete explanation of who is required to report under subpart W, including the conditions under which facilities may use best engineering estimates for data related to newly acquired sources or for data that cannot reasonably be measured or obtained according to the requirements of subpart W. The answer is well-structured and all sentences fit together naturally, making it easy to understand and follow.",969
2,What GHG emissions at oil and natural gas system facilities are covered under the rule?,"Oil and natural gas system facilities are required to report CO2, CH4, and N2O emissions from equipment leaks, vented emissions, and flare emission source types as identified in the data collection and emissions estimation study conducted by BOEMRE. They must also calculate CO2, CH4, and N2O combustion-related emissions from stationary or portable equipment, and report excess emissions of fluorinated GHGs resulting from destruction device malfunctions. In addition, the facilities must calculate volumetric GHG emissions from wet seal oil degassing vents and report CO2, CH4, and N2O emissions from stationary or portable fuel combustion equipment. These reporting requirements are in accordance with the monitoring and QA/QC requirements as set forth in 30 CFR 250.","Oil and natural gas system facilities must report CO2, CH4, and N2O emissions from equipment leaks, vented emissions, and flare emission source types as identified in the data collection and emissions estimation study conducted by BOEMRE. Additionally, they must calculate CO2, CH4, and N2O combustion-related emissions from stationary or portable equipment, and report excess emissions of fluorinated GHGs resulting from destruction device malfunctions. The reporting requirements also include the calculation of volumetric GHG emissions from wet seal oil degassing vents and the emissions of CO2, CH4, and N2O from stationary or portable fuel combustion equipment. Furthermore, the facilities must adhere to the monitoring and QA/QC requirements as set forth in 30 CFR 250.","Subpart W of part 98 requires petroleum and natural gas facilities to report annual methane (CH4) and carbon dioxide (CO2) emissions from equipment leaks and venting, and emissions of CO2, CH4, and nitrous oxide (N2O) from flaring, onshore production stationary and portable combustion emissions, and combustion emissions from stationary equipment involved in natural gas distribution. Facilities covered by this rule might also be required to report emissions under other subparts of the GHG Reporting Program, if applicable.  The GHG Reporting Program requires reporting of GHG emissions: CO2, CH4, nitrous oxide (N2O), and fluorinated GHGs: hydrofluorocarbons (HFC), perfluorocarbons (PFC), nitrogen trifluoride (NF3), sulfur hexafluoride (SF6), and other fluorinated gases.  These gases are often expressed in metric tons of carbon dioxide equivalent (mtCO2e).",5,"The answer provides a comprehensive and accurate description of all the GHG emissions that are covered under the rule, including equipment leaks, vented emissions, flare emission source types, combustion-related emissions, excess emissions of fluorinated GHGs resulting from destruction device malfunctions, volumetric GHG emissions from wet seal oil degassing vents, and emissions from stationary or portable fuel combustion equipment. The answer also mentions that these reporting requirements are in accordance with the monitoring and QA/QC requirements as set forth in 30 CFR 250.",5,"The answer provides a comprehensive and accurate summary of the GHG emissions that oil and natural gas system facilities are required to report, calculate, and monitor under the rule. The answer includes all the relevant GHGs and emission source types mentioned in the context, and also mentions the monitoring and QA/QC requirements as set forth in 30 CFR 250. Therefore, the answer logically follows from the information contained in the context.",2,0.4541484716,1,The answer provides a clear and complete response to the question without any uncertainty.,5,"The answer provides a comprehensive and clear explanation of the GHG emissions that are covered under the rule. The sentences flow logically and naturally, making it easy to understand the information being conveyed.",770
3,Will EPA provide a tool to assist oil and natural gas system facilities in assessing their applicability under this rule?,"Yes, the EPA provides a comprehensive tool to assist oil and natural gas system facilities in assessing their applicability under this rule. The guidelines outline specific criteria for defining a facility within onshore petroleum and natural gas production, including equipment, EOR operations, and common ownership or control. Additionally, the guidelines specify reporting requirements for various industry segments such as onshore petroleum and natural gas gathering and boosting, natural gas processing, onshore petroleum and natural gas production, onshore natural gas transmission compression, LNG storage, and LNG import and export equipment. The tool also details the reporting of emissions, equipment components, and specific source types for each industry segment, providing specific guidelines and requirements for assessment.","Yes, the EPA provides specific guidelines and requirements for oil and natural gas system facilities to assess their applicability under this rule. The guidelines outline the definition of a facility with respect to onshore petroleum and natural gas production, including the equipment, EOR operations, and common ownership or control criteria. Additionally, the guidelines specify the reporting requirements for different industry segments such as onshore petroleum and natural gas gathering and boosting, natural gas processing, onshore petroleum and natural gas production, onshore natural gas transmission compression, LNG storage, and LNG import and export equipment. Furthermore, the guidelines detail the reporting of emissions, equipment components, and specific source types for each industry segment. Therefore, the EPA provides a comprehensive tool to assist oil and natural gas system facilities in assessing their applicability under this rule.","EPA has developed a voluntary screening tool for the petroleum and natural gas source category to assist reporters in their applicability determinations - the ""applicability tool"".  This tool provides estimates of emissions based on easily determined inputs such as major equipment or operational counts.  While the applicability tool is designed to help potential reporters comply with the rule, compliance with all Federal, State, and local laws and regulations remains the sole responsibility of each facility owner or operator subject to those laws and regulations. The applicability tool only serves as a guide to determine those facilities that are clearly well below the reporting threshold, those clearly above, and those close to the threshold who will need to collect further data to make a proper determination.",5,"The answer provides a clear and comprehensive response to the question, accurately stating that the EPA provides a comprehensive tool to assist oil and natural gas system facilities in assessing their applicability under this rule. The answer also provides additional details on the guidelines and reporting requirements for various industry segments, demonstrating a thorough understanding of the topic.",5,"The answer provides a comprehensive explanation that directly matches the information provided in the context. It outlines the specific guidelines and requirements provided by the EPA for oil and natural gas system facilities to assess their applicability under this rule, including the definition of a facility, reporting requirements for different industry segments, and details on emissions, equipment components, and specific source types. Therefore, the answer logically follows from the information contained in the context.",2,0.2818181818,1,The answer completely answers the question and conveys no uncertainty.,5,"The answer is perfectly coherent as it provides a clear and comprehensive explanation of the EPA guidelines and requirements for oil and natural gas system facilities to assess their applicability under this rule. The sentences fit together well and sound natural as a whole, making it easy to understand the information provided.",838
4,Do the facility definitions in this rule affect other EPA reporting requirements?,"Yes, the facility definitions in this rule affect other EPA reporting requirements. The rule outlines specific definitions for different types of facilities, such as electric power systems, onshore petroleum and natural gas production, gathering and boosting facilities, and natural gas distribution facilities. These definitions determine the scope and reporting requirements for greenhouse gas emissions from each type of facility, including the specific types of emissions to be reported, equipment thresholds, and reporting schedules. Therefore, the facility definitions directly impact how emissions are reported and regulated under the EPA's requirements.","Yes, the facility definitions in this rule affect other EPA reporting requirements. The rule outlines specific definitions for different types of facilities, such as electric power systems, onshore petroleum and natural gas production, gathering and boosting facilities, and natural gas distribution facilities. These definitions determine the scope and reporting requirements for greenhouse gas emissions from each type of facility, including the specific types of emissions to be reported, equipment thresholds, and reporting schedules. Therefore, the facility definitions directly impact how emissions are reported and regulated under the EPA's requirements.",No. The definitions of “facility” in this rule do not impact requirements under other EPA regulations.,5,"The answer provides a comprehensive and accurate explanation of how the facility definitions in this rule affect other EPA reporting requirements, including the specific types of emissions to be reported, equipment thresholds, and reporting schedules. The answer also explains how the facility definitions directly impact how emissions are reported and regulated under the EPA's requirements.",5,"The answer logically follows from the information contained in the context. The context clearly states that the facility definitions in this rule affect other EPA reporting requirements and outlines specific definitions for different types of facilities, which determine the scope and reporting requirements for greenhouse gas emissions from each type of facility. The answer restates this information accurately.",1,0.2040816327,1,The answer completely answers the question and conveys no uncertainty.,5,"The answer is perfectly coherent as it provides a clear and complete explanation of how the facility definitions in this rule affect other EPA reporting requirements. The answer is well-structured and all the sentences fit together naturally, making it easy to understand and follow.",661
5,"When registering my subpart W facility in e-GGRT, how should I enter the facility address?","When registering a subpart W facility in e-GGRT, the facility address should be entered according to the specific requirements outlined in the regulations. Facilities subject to subpart W that acquire new sources from another facility not previously subject to subpart W may use best engineering estimates for data related to the newly acquired sources if they cannot reasonably be measured or obtained according to the requirements of subpart W. Refineries reporting under subpart MM have their own set of reporting requirements, and facilities subject to emissions from source categories listed in Table A–3 or A–4 are not required to report emissions under subpart DD unless the total nameplate capacity of SF6 and PFC containing equipment exceeds 17,820 pounds within the facility. It is important to reference the specific details and obligations outlined in the regulations for accurate reporting of the facility address and other relevant information.","Facilities that meet the definition of petrochemical plants and report under subpart X of this part must adhere to the specific requirements outlined in the regulations. Additionally, facilities currently subject to subpart W that acquire new sources from another facility not previously subject to subpart W may use best engineering estimates for data related to the newly acquired sources if they cannot reasonably be measured or obtained according to the requirements of subpart W. Similarly, refineries that report under subpart MM have their own set of reporting requirements. Furthermore, facilities subject to this part due to emissions from source categories listed in Table A–3 or A–4 are not required to report emissions under subpart DD unless the total nameplate capacity of SF6 and PFC containing equipment exceeds 17,820 pounds within the facility. The specific details and obligations for each type of facility are outlined in the regulations and should be referenced for accurate reporting.","The petroleum and natural gas systems source category (subpart W) of the Greenhouse Gas Reporting Program (GHGRP) covers 10 industry segments.  Four of these ten industry segments have a unique definition of facility that is specifically defined in subpart W, namely the onshore petroleum and natural gas production industry segment, the natural gas distribution industry segment, the onshore petroleum and natural gas gathering and boosting industry segment, and the onshore natural gas transmission pipeline industry segment.  Please follow the following guidance for registering and entering the facility address in e-GGRT:",3,"The answer partially addresses the main aspects of the question by mentioning the specific requirements outlined in the regulations for entering the facility address for subpart W facilities. However, the answer also includes information about other types of facilities and their reporting requirements, which is not directly relevant to the question.",5,The answer provides accurate and relevant information that logically follows from the context. It specifically addresses the question about entering the facility address for a subpart W facility in e-GGRT and references the specific requirements outlined in the regulations.,1,0.2222222222,1,The answer completely answers the question and conveys no uncertainty.,4,"The answer is mostly coherent as it provides specific information about how to enter the facility address for subpart W facilities in e-GGRT, and also mentions the use of best engineering estimates for new sources and reporting requirements for refineries and facilities subject to emissions from certain source categories. The answer emphasizes the importance of referencing the regulations for accurate reporting.",958
6,How is the petroleum and natural gas systems source category defined?,"The petroleum and natural gas systems source category is defined as facilities that must report carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) emissions from various sources including equipment leaks, vented emissions, flares, and other specific emission source types. These facilities also need to adhere to monitoring and QA/QC requirements as specified in the regulations.","Petroleum and natural gas systems facilities must report carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) emissions from various sources including equipment leaks, vented emissions, flares, and other specific emission source types. These facilities also need to adhere to monitoring and QA/QC requirements as specified in the regulations.",,5,"The answer provides a complete and accurate definition of the petroleum and natural gas systems source category, including the specific emissions that must be reported and the monitoring and QA/QC requirements that must be followed.",5,"The answer provides an accurate and complete definition of the petroleum and natural gas systems source category as described in the context. It includes the required emissions to be reported and the specific sources from which they come, as well as the monitoring and QA/QC requirements that facilities must adhere to as specified in the regulations. Therefore, the answer logically follows from the information contained in the context.",4,0.0,1,The answer completely answers the question and conveys no uncertainty.,5,The answer is perfectly coherent as it directly and accurately addresses the question by defining the petroleum and natural gas systems source category and also mentions the specific emissions and monitoring requirements that these facilities must adhere to.,389
7,Who must report under subpart W (oil and natural gas systems)?,"Facilities that must report under subpart W (oil and natural gas systems) include onshore petroleum and natural gas gathering and boosting facilities, onshore petroleum and natural gas production facilities, onshore natural gas processing facilities, underground natural gas storage facilities, onshore natural gas transmission compression facilities, and facilities involved in the injection of carbon dioxide for enhanced oil and natural gas recovery. The reporting requirements are based on various factors such as equipment type, production type (natural gas or crude oil), geographic location, and emission source types. These facilities must report greenhouse gas (GHG) emissions if they contain petroleum and natural gas systems and meet the specified requirements. The reporting includes detailed information on various emission source types, equipment counts, and emissions from fuel combustion equipment, as well as specific calculations for annual volumetric natural gas emissions at actual conditions and vented emissions from oil wells. Additionally, facilities are required to use appropriate default emission factors for different components and service types as listed in the relevant tables of subpart W.","Facilities that must report under subpart W (oil and natural gas systems) include onshore petroleum and natural gas gathering and boosting facilities, onshore petroleum and natural gas production facilities, onshore natural gas processing facilities, underground natural gas storage facilities, onshore natural gas transmission compression facilities, and facilities involved in the injection of carbon dioxide for enhanced oil and natural gas recovery. The reporting requirements are based on various factors such as equipment type, production type (natural gas or crude oil), geographic location, and emission source types. These facilities must report greenhouse gas (GHG) emissions if they contain petroleum and natural gas systems and meet the specified requirements. The reporting includes detailed information on various emission source types, equipment counts, and emissions from fuel combustion equipment, as well as specific calculations for annual volumetric natural gas emissions at actual conditions and vented emissions from oil wells. Additionally, facilities are required to use appropriate default emission factors for different components and service types as listed in the relevant tables of subpart W.","Facilities that emit 25,000 metric tons or more of CO2e per year must report. The rule defines three different types of facilities. You must apply the 25,000 ton per year threshold separately to each facility to determine if that facility must report. • For the onshore petroleum and natural gas production industry segment, a facility is defined generally as all emission source types (see the table below) on a well pad or associated with a well pad that are under common ownership or control in a single hydrocarbon basin, as defined by the American Association of Petroleum Geologists. • For natural gas distribution industry segment, a facility generally is defined as the collection of all pipelines, metering stations, and regulating stations that are operated by a single local distribution company. • For all other industry segments, use the facility definition in the General Provisions to part 98. Under this definition, a facility is defined generally as all sources for which emission calculation methods are provided in 40 CFR part 98 (including those in the table below) and that are located on a contiguous property and under common ownership or common control. See 40 CFR part 98, subparts A and W for the precise definition of each of the three “facility” types.",5,"The answer provides a comprehensive and accurate list of all the facilities that must report under subpart W, as well as additional details about the reporting requirements and calculations. It fully addresses the main aspects of the question and is highly relevant.",5,"The answer provided is an exact match to the information provided in the context. It lists all the facilities that must report under subpart W (oil and natural gas systems) and also mentions the reporting requirements and the specific calculations for emissions. Therefore, the answer follows logically from the information contained in the context.",4,0.2752808989,1,The answer completely answers the question and conveys no uncertainty.,5,"The answer is perfectly coherent as it provides a clear and comprehensive list of facilities that must report under subpart W (oil and natural gas systems), along with the reporting requirements and specific calculations for emissions. The sentences fit together well and sound natural as a whole.",1221
8,What gases must be reported by oil and natural gas system facilities?,"Oil and natural gas system facilities must report carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) emissions from equipment leaks and vented emissions. Additionally, they must report CO2, CH4, and N2O emissions from gas flares, stationary and portable fuel combustion sources, stationary combustion sources in the natural gas distribution industry segment, and all other applicable stationary combustion sources. This includes emissions from gathering pipelines, separators, compressors, acid gas removal units, dehydrators, pneumatic devices/pumps, storage vessels, engines, boilers, heaters, and flares, as well as emissions from natural gas processing, onshore petroleum and natural gas production, and LNG storage facilities.","Oil and natural gas system facilities must report carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O) emissions from equipment leaks and vented emissions. Additionally, they must report CO2, CH4, and N2O emissions from gas flares, stationary and portable fuel combustion sources, stationary combustion sources in the natural gas distribution industry segment, and all other applicable stationary combustion sources. This includes emissions from gathering pipelines, separators, compressors, acid gas removal units, dehydrators, pneumatic devices/pumps, storage vessels, engines, boilers, heaters, and flares, as well as emissions from natural gas processing, onshore petroleum and natural gas production, and LNG storage facilities.","Summary of Source Types by Industry Segment.  Each facility must report:• Carbon Dioxide (CO2) and methane (CH4) emissions from equipment leaks and vented emissions.  The table below identifies each source type that industry segments are required to report.  For example, natural gas processing facilities must report emissions from seven specific source types, and underground storage must report for five source types.• CO2, CH4, and nitrous oxide (N2O) emissions from gas flares by following the requirements of subpart W.• CO2, CH4, and N2O emissions from stationary and portable fuel combustion sources in the onshore production industry segment following the requirements in subpart W.• CO2, CH4, and N2O emissions from stationary combustion sources in the natural gas distribution industry segment following the requirements in subpart W.• CO2, CH4, and N2O emissions from all other applicable stationary combustion sources following the requirements of 40 CFR 98 subpart C (General Stationary Fuel Combustion Sources).",5,"The answer provides a comprehensive and accurate list of all the gases that must be reported by oil and natural gas system facilities, as stated in the context and question. It includes all the relevant sources of emissions and is presented in a clear and concise manner.",5,"The answer provided is a direct and accurate representation of the information contained in the context. It includes all the gases that must be reported by oil and natural gas system facilities, as well as the sources from which these emissions must be reported.",5,0.531120332,1,The answer completely answers the question and conveys no uncertainty.,5,"The answer provides a comprehensive and clear list of all the gases that must be reported by oil and natural gas system facilities. The sentences are well-structured and flow naturally, making it easy to understand the information being conveyed.",741
9,How are greenhouse gas emissions calculated for subpart W (oil and natural gas systems) facilities?,"Greenhouse gas emissions for subpart W (oil and natural gas systems) facilities are calculated by identifying all fluorinated greenhouse gases (GHGs) with emissions of 1,000 metric tons CO2e or more from production and transformation processes, and summing these emissions across the entire facility. The annual emissions across fluorinated GHGs for the entire facility must be provided in metric tons of CO2e. Additionally, the emissions of the fluorinated GHG should not constitute more than 5 percent of the total fluorinated GHG emissions from the facility on a CO2e basis, as estimated using the methods specified in § 98.93(i)(4). Quality assurance and monitoring requirements are crucial for accurate reporting of greenhouse gas emissions.","The greenhouse gas emissions for subpart W (oil and natural gas systems) facilities are calculated by identifying all fluorinated greenhouse gases (GHGs) with emissions of 1,000 metric tons CO2e or more from production and transformation processes, summed across the facility as a whole. Additionally, the annual emissions across fluorinated GHGs for the entire facility must be provided in metric tons of CO2e. Furthermore, the emissions of the fluorinated GHG, estimated using the methods in § 98.93(i)(4), should not constitute more than 5 percent of the total fluorinated GHG emissions from the facility on a CO2e basis. Quality assurance and monitoring requirements as specified in the section are also crucial for accurate reporting of greenhouse gas emissions.","Under this rule, facilities will detect, as applicable, and calculate GHG emissions according to the specified quantification methods. See the table below for a summary of the calculation methodologies by source type. Where volumetric emissions are measured, mass emissions of CO2 and CH4 will be estimated based on the annual mole fraction and density of each GHG. • The engineering calculation methods use monitored process operating parameters and either software models, engineering calculations, or emission factors. • For emissions detection, the rule allows the use of optical gas imaging instruments, organic vapor analyzers (OVA), toxic vapor analyzers (TVA) and infrared laser beam illuminated instruments or acoustic leak detection instruments for accessible components. For inaccessible components, reporters must use an optical gas imaging instrument. • Direct measurement involves the use of the high-volume sampler; or calibrated bagging; or rotameters, turbine meters, or other meters, as appropriate, depending on the individual component for emissions measurement. • For the use of leaking factors, the relevant emission factors will be applied to leaking components determined by using an applicable instrument and applying leaking factors. For the use of population factors, the relevant emission factor will be applied to all components.",5,"The answer provides a comprehensive and accurate explanation of how greenhouse gas emissions are calculated for subpart W facilities, covering all the important aspects mentioned in the context and question. The answer also includes additional details such as the requirement for annual emissions reporting and the importance of quality assurance and monitoring, demonstrating a thorough understanding of the topic.",5,The answer provides all the necessary information mentioned in the context and follows logically from it.,1,0.2491103203,1,"The answer provides a clear and concise explanation of how greenhouse gas emissions are calculated for subpart W facilities, without any uncertainty or lack of knowledge.",5,The answer is perfectly coherent as it provides a clear and concise explanation of how greenhouse gas emissions are calculated for subpart W facilities. It follows a logical sequence and all the sentences fit together naturally.,746
10,What information must be reported by subpart W (oil and natural gas systems) facilities?,"Subpart W (oil and natural gas systems) facilities must report the following information: 1. Emissions from equipment leaks and vented emissions, including carbon dioxide (CO2) and methane (CH4) emissions. 2. Emissions from gas flares, stationary and portable fuel combustion sources, and stationary combustion sources. 3. Facility-specific details such as major equipment type, production type (natural gas or crude oil), and geographic location. 4. Use of appropriate default whole gas leaker factors for components in gas service. 5. Use of appropriate default whole gas leaker emission factors for components in gas service, light crude service, and heavy crude service. 6. Indication of emission source types required to use Equation W–32A of § 98.233, reported separately by component type, service type, and geographic location. 7. Compliance with specific regulations such as § 60.5397a for well site or compressor station fugitive emissions standards. 8. Use of default whole gas population emission factors listed in Table W–1A of this subpart. 9. Use of appropriate default total hydrocarbon leaker emission factors for storage wellheads in gas service and compressor components in gas service. 10. Reporting of GHG emissions if the facility contains petroleum and natural gas systems and meets the requirements of § 98.2(a)(2). 11. Counting all major equipment listed in Table W–1B and Table W–1C of this subpart. 12. Use of Equation W–30 and default methane leaker emission factors for transmission-distribution transfer station components in gas service to calculate component emissions from annual equipment leak surveys. 13. Performance of equipment leak surveys at above grade transmission-distribution transfer stations as required. This is a summary of the information that must be reported by subpart W facilities.","Subpart W (oil and natural gas systems) facilities must report the following information: 1. Emissions from equipment leaks and vented emissions, including carbon dioxide (CO2) and methane (CH4) emissions. 2. Emissions from gas flares, stationary and portable fuel combustion sources, and stationary combustion sources. 3. Facility-specific details such as major equipment type, production type (natural gas or crude oil), and geographic location. 4. Use of appropriate default whole gas leaker factors for components in gas service. 5. Use of appropriate default whole gas leaker emission factors for components in gas service, light crude service, and heavy crude service. 6. Indication of emission source types required to use Equation W–32A of § 98.233, reported separately by component type, service type, and geographic location. 7. Compliance with specific regulations such as § 60.5397a for well site or compressor station fugitive emissions standards. 8. Use of default whole gas population emission factors listed in Table W–1A of this subpart. 9. Use of appropriate default total hydrocarbon leaker emission factors for storage wellheads in gas service and compressor components in gas service. 10. Reporting of GHG emissions if the facility contains petroleum and natural gas systems and meets the requirements of § 98.2(a)(2). 11. Counting all major equipment listed in Table W–1B and Table W–1C of this subpart. 12. Use of Equation W–30 and default methane leaker emission factors for transmission-distribution transfer station components in gas service to calculate component emissions from annual equipment leak surveys. 13. Performance of equipment leak surveys at above grade transmission-distribution transfer stations as required. This is a summary of the information that must be reported by subpart W facilities.","Under the final rule, covered facilities will report the following information:",5,The answer contains all the important aspects of the question and is presented in a clear and concise manner.,5,The answer provides all the information that must be reported by subpart W (oil and natural gas systems) facilities as stated in the context.,4,0.0290909091,1,The answer completely answers the question and conveys no uncertainty.,5,"The answer provides a clear and complete list of all the information that must be reported by subpart W facilities. The sentences are well-structured and flow naturally, making the answer highly coherent.",1834
